,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Deck,Cabin_num,Side
2631,,0,TRAPPIST-1e,25.0,0,237.0,0.0,910.0,0.0,12.0,0,F,584,P
2632,Mars,0,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,1,F,585,P
2633,Mars,1,55 Cancri e,4.0,0,0.0,0.0,0.0,0.0,0.0,1,F,585,P
2634,Mars,0,TRAPPIST-1e,24.0,0,165.0,0.0,981.0,2.0,0.0,1,F,585,P
2635,Earth,0,TRAPPIST-1e,38.0,0,77.0,169.0,0.0,0.0,470.0,0,F,586,P
2636,Earth,1,TRAPPIST-1e,44.0,0,0.0,0.0,0.0,0.0,0.0,1,G,457,P
2637,Earth,1,55 Cancri e,57.0,0,0.0,0.0,0.0,0.0,0.0,1,G,458,P
2640,Earth,1,55 Cancri e,3.0,0,0.0,0.0,0.0,0.0,0.0,1,G,450,S
2641,Earth,1,,18.0,0,0.0,0.0,0.0,0.0,0.0,1,G,450,S
2643,Mars,1,TRAPPIST-1e,21.0,0,0.0,0.0,0.0,0.0,0.0,1,F,587,P
2645,Mars,0,TRAPPIST-1e,47.0,0,0.0,0.0,0.0,0.0,0.0,1,F,539,S
2647,Europa,0,TRAPPIST-1e,49.0,0,20.0,6807.0,174.0,3538.0,2473.0,0,C,96,P
2648,Europa,0,TRAPPIST-1e,23.0,0,0.0,824.0,0.0,495.0,1479.0,1,D,86,P
2649,Europa,0,TRAPPIST-1e,19.0,0,0.0,1.0,0.0,2085.0,55.0,0,D,86,P
2650,Earth,0,TRAPPIST-1e,34.0,0,0.0,250.0,23.0,0.0,514.0,0,E,173,P
2651,Europa,0,TRAPPIST-1e,40.0,1,0.0,11.0,0.0,2205.0,1295.0,1,C,105,S
2652,Europa,0,55 Cancri e,26.0,1,0.0,186.0,0.0,548.0,5058.0,0,A,24,P
2653,Earth,0,PSO J318.5-22,23.0,0,0.0,0.0,0.0,3.0,1919.0,0,F,588,P
2654,Mars,0,TRAPPIST-1e,22.0,0,0.0,0.0,0.0,0.0,0.0,0,E,174,P
2655,Europa,0,TRAPPIST-1e,51.0,0,1.0,3935.0,0.0,146.0,0.0,1,C,107,S
2656,Earth,0,55 Cancri e,44.0,0,672.0,0.0,0.0,0.0,20.0,0,F,540,S
2657,Mars,0,TRAPPIST-1e,50.0,0,357.0,0.0,657.0,0.0,0.0,0,E,175,P
2658,Earth,1,TRAPPIST-1e,28.0,0,0.0,0.0,0.0,0.0,0.0,1,G,452,S
2659,Earth,1,TRAPPIST-1e,13.0,0,0.0,0.0,0.0,0.0,0.0,1,G,464,P
2660,Earth,0,,21.0,0,33.0,126.0,0.0,461.0,0.0,0,G,465,P
2661,Earth,0,TRAPPIST-1e,20.0,0,56.0,757.0,111.0,0.0,0.0,1,F,544,S
2662,Earth,0,55 Cancri e,14.0,0,0.0,0.0,14.0,692.0,809.0,0,F,591,P
2663,Europa,0,55 Cancri e,38.0,0,0.0,896.0,0.0,0.0,4168.0,0,C,108,S
2664,Earth,0,PSO J318.5-22,29.0,0,631.0,0.0,0.0,40.0,0.0,0,F,545,S
2665,Europa,1,TRAPPIST-1e,36.0,0,0.0,0.0,0.0,0.0,0.0,1,C,109,S
2666,Europa,1,TRAPPIST-1e,16.0,0,0.0,0.0,0.0,0.0,0.0,1,C,109,S
2668,Europa,1,55 Cancri e,,0,0.0,0.0,0.0,0.0,0.0,1,C,98,P
2669,Earth,0,PSO J318.5-22,18.0,0,154.0,22.0,77.0,1053.0,0.0,1,F,546,S
2670,Earth,0,TRAPPIST-1e,17.0,0,5.0,756.0,0.0,0.0,0.0,1,F,547,S
2672,Earth,0,TRAPPIST-1e,27.0,0,0.0,2.0,49.0,0.0,801.0,0,G,466,P
2673,Mars,0,TRAPPIST-1e,34.0,0,2904.0,23.0,7.0,0.0,81.0,0,D,88,P
2674,Mars,0,TRAPPIST-1e,53.0,0,520.0,0.0,442.0,0.0,0.0,1,D,88,P
2676,Mars,0,TRAPPIST-1e,41.0,0,71.0,0.0,1617.0,31.0,0.0,0,D,89,P
2679,Earth,0,TRAPPIST-1e,59.0,0,0.0,0.0,1.0,920.0,1.0,1,G,454,S
2680,Europa,1,TRAPPIST-1e,17.0,0,0.0,0.0,0.0,0.0,0.0,1,B,88,P
2681,Europa,1,TRAPPIST-1e,27.0,0,0.0,0.0,0.0,0.0,0.0,1,B,88,P
2682,Earth,0,PSO J318.5-22,57.0,0,0.0,1431.0,0.0,30.0,337.0,1,G,455,S
2683,Mars,0,55 Cancri e,39.0,0,2127.0,0.0,23.0,0.0,0.0,0,E,194,S
2684,Europa,1,55 Cancri e,55.0,0,0.0,0.0,0.0,0.0,0.0,1,B,107,S
2685,Earth,0,TRAPPIST-1e,42.0,0,173.0,656.0,0.0,0.0,23.0,0,G,456,S
2687,Mars,0,TRAPPIST-1e,42.0,0,44.0,0.0,3648.0,0.0,9.0,1,F,593,P
2688,Earth,1,PSO J318.5-22,32.0,0,0.0,0.0,0.0,0.0,0.0,0,G,468,P
2689,Earth,0,55 Cancri e,6.0,0,0.0,0.0,0.0,0.0,0.0,0,G,457,S
2690,Earth,1,TRAPPIST-1e,15.0,0,0.0,0.0,0.0,0.0,0.0,0,G,458,S
2691,Earth,0,TRAPPIST-1e,28.0,0,0.0,93.0,1282.0,0.0,0.0,1,F,595,P
2692,Mars,0,TRAPPIST-1e,37.0,0,912.0,0.0,0.0,0.0,0.0,0,D,90,P
2694,Mars,0,TRAPPIST-1e,71.0,1,901.0,0.0,1698.0,0.0,0.0,0,F,597,P
2695,Europa,0,TRAPPIST-1e,44.0,0,0.0,351.0,0.0,3.0,3447.0,0,B,89,P
2696,Europa,1,TRAPPIST-1e,36.0,0,0.0,0.0,0.0,0.0,0.0,1,B,89,P
2698,Earth,0,PSO J318.5-22,3.0,0,0.0,0.0,0.0,0.0,0.0,1,G,469,P
2699,Earth,1,55 Cancri e,12.0,0,0.0,0.0,0.0,0.0,0.0,0,G,469,P
2700,Earth,1,55 Cancri e,0.0,0,0.0,0.0,0.0,0.0,0.0,1,G,469,P
2701,Earth,0,TRAPPIST-1e,29.0,0,0.0,1311.0,0.0,0.0,0.0,0,F,598,P
2702,Earth,0,TRAPPIST-1e,9.0,0,0.0,0.0,0.0,0.0,0.0,0,G,469,P
2703,Earth,0,55 Cancri e,27.0,0,688.0,307.0,779.0,0.0,19.0,0,G,470,P
2704,Earth,0,PSO J318.5-22,24.0,0,0.0,0.0,443.0,244.0,1.0,0,F,599,P
2705,Earth,0,TRAPPIST-1e,38.0,0,1.0,0.0,288.0,0.0,556.0,1,G,461,S
2706,Mars,0,TRAPPIST-1e,28.0,0,523.0,0.0,0.0,970.0,0.0,0,F,600,P
2707,Mars,1,TRAPPIST-1e,26.0,0,0.0,0.0,0.0,0.0,0.0,1,,,
2709,Earth,0,PSO J318.5-22,24.0,0,,2.0,25.0,0.0,707.0,1,F,601,P
2712,Earth,0,,29.0,0,1.0,0.0,133.0,104.0,574.0,0,G,463,S
2714,Earth,0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0,G,464,S
2715,,0,TRAPPIST-1e,13.0,0,649.0,2.0,0.0,124.0,143.0,0,F,553,S
2716,Earth,1,55 Cancri e,7.0,0,0.0,0.0,0.0,0.0,0.0,0,G,473,P
2717,Earth,0,PSO J318.5-22,32.0,0,0.0,0.0,736.0,0.0,0.0,0,F,602,P
2721,Mars,0,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,1,F,555,S
2723,Earth,0,TRAPPIST-1e,23.0,0,0.0,179.0,569.0,0.0,0.0,1,F,606,P
2724,Mars,0,TRAPPIST-1e,43.0,0,336.0,11.0,796.0,15.0,0.0,1,F,609,P
2725,Mars,1,55 Cancri e,23.0,0,0.0,0.0,0.0,0.0,0.0,1,F,609,P
2726,Mars,0,TRAPPIST-1e,43.0,0,828.0,25.0,545.0,107.0,0.0,0,,,
2727,Mars,1,55 Cancri e,41.0,0,0.0,0.0,0.0,0.0,0.0,1,F,611,P
2728,Europa,0,55 Cancri e,54.0,1,0.0,2062.0,2.0,19.0,1618.0,0,B,92,P
2729,Europa,1,TRAPPIST-1e,51.0,0,0.0,0.0,0.0,0.0,0.0,1,B,92,P
2731,Earth,1,PSO J318.5-22,48.0,0,0.0,0.0,0.0,0.0,0.0,1,G,467,S
2732,Earth,0,TRAPPIST-1e,45.0,0,,9.0,0.0,857.0,16.0,0,G,474,P
2733,Earth,0,PSO J318.5-22,20.0,0,0.0,689.0,0.0,0.0,0.0,0,F,557,S
2734,Europa,0,TRAPPIST-1e,33.0,0,0.0,28.0,0.0,6841.0,543.0,0,T,2,P
2735,Earth,0,TRAPPIST-1e,21.0,0,15.0,30.0,11.0,2.0,388.0,0,G,468,S
2736,Europa,1,TRAPPIST-1e,68.0,0,0.0,0.0,0.0,0.0,0.0,1,C,100,P
2737,Earth,0,PSO J318.5-22,23.0,0,5.0,308.0,363.0,7.0,0.0,1,F,615,P
2738,Earth,0,TRAPPIST-1e,16.0,0,24.0,0.0,13.0,717.0,0.0,0,G,477,P
2739,Earth,0,TRAPPIST-1e,35.0,0,198.0,44.0,97.0,30.0,510.0,0,F,558,S
2740,Earth,1,TRAPPIST-1e,22.0,0,0.0,0.0,0.0,0.0,0.0,0,G,478,P
2741,Earth,0,TRAPPIST-1e,51.0,0,214.0,3.0,16.0,569.0,0.0,0,F,559,S
2742,Earth,0,PSO J318.5-22,2.0,0,,0.0,0.0,0.0,0.0,0,G,469,S
2743,Earth,1,55 Cancri e,29.0,0,0.0,0.0,0.0,0.0,0.0,0,G,469,S
2745,Earth,1,55 Cancri e,39.0,0,0.0,0.0,0.0,0.0,0.0,1,G,479,P
2746,Europa,0,TRAPPIST-1e,55.0,0,0.0,1971.0,77.0,577.0,1050.0,1,C,112,S
2747,Earth,1,TRAPPIST-1e,22.0,0,0.0,0.0,0.0,0.0,0.0,0,G,482,P
2748,Earth,0,TRAPPIST-1e,20.0,0,310.0,0.0,374.0,0.0,5.0,0,F,617,P
2749,,0,55 Cancri e,25.0,0,0.0,641.0,0.0,2.0,0.0,1,E,179,P
2750,Earth,0,55 Cancri e,18.0,0,235.0,0.0,101.0,0.0,316.0,1,F,619,P
2751,Earth,0,PSO J318.5-22,28.0,0,3.0,141.0,0.0,0.0,1689.0,0,G,470,S
2752,Earth,0,TRAPPIST-1e,26.0,0,1822.0,0.0,4.0,107.0,1204.0,0,F,561,S
2754,Earth,0,TRAPPIST-1e,54.0,0,,0.0,0.0,0.0,0.0,0,F,562,S
2755,Earth,0,TRAPPIST-1e,56.0,0,0.0,54.0,0.0,724.0,0.0,0,F,621,P
2756,Mars,0,TRAPPIST-1e,25.0,0,1228.0,0.0,132.0,0.0,0.0,0,E,180,P
2757,Europa,0,TRAPPIST-1e,26.0,0,2050.0,8525.0,0.0,270.0,636.0,0,A,35,S
2758,Earth,0,TRAPPIST-1e,14.0,0,0.0,0.0,709.0,258.0,3.0,0,F,622,P
2759,Earth,0,TRAPPIST-1e,21.0,0,2.0,417.0,323.0,0.0,84.0,1,E,181,P
2760,Earth,1,TRAPPIST-1e,43.0,0,0.0,0.0,0.0,0.0,0.0,1,G,485,P
2761,Earth,0,,37.0,0,221.0,0.0,32.0,38.0,516.0,0,G,486,P
2762,Earth,0,TRAPPIST-1e,,0,740.0,82.0,6.0,0.0,1.0,0,,,
2763,Europa,0,TRAPPIST-1e,38.0,0,0.0,3135.0,0.0,26.0,3.0,1,T,3,P
2764,Earth,0,TRAPPIST-1e,14.0,0,0.0,1.0,1441.0,0.0,190.0,1,E,182,P
2765,Earth,0,PSO J318.5-22,20.0,0,0.0,0.0,585.0,0.0,10.0,0,F,564,S
2766,Europa,0,TRAPPIST-1e,33.0,0,0.0,0.0,0.0,0.0,0.0,0,B,93,P
2767,Europa,1,55 Cancri e,33.0,0,0.0,0.0,0.0,0.0,0.0,1,B,111,S
2769,Europa,0,TRAPPIST-1e,37.0,0,0.0,210.0,0.0,4114.0,0.0,0,D,97,S
2770,Mars,0,TRAPPIST-1e,15.0,0,5711.0,0.0,2516.0,0.0,1370.0,0,E,197,S
2771,Europa,0,55 Cancri e,33.0,0,396.0,1280.0,7.0,308.0,4941.0,0,A,36,S
2772,Earth,1,PSO J318.5-22,24.0,0,0.0,0.0,0.0,0.0,0.0,1,G,472,S
2773,,0,PSO J318.5-22,49.0,0,0.0,0.0,0.0,160.0,528.0,0,F,570,S
2775,Earth,0,TRAPPIST-1e,24.0,0,173.0,0.0,14.0,0.0,603.0,0,E,198,S
2776,Europa,1,55 Cancri e,26.0,0,0.0,0.0,0.0,0.0,0.0,1,B,94,P
2777,Europa,1,55 Cancri e,40.0,0,0.0,0.0,0.0,0.0,0.0,1,B,94,P
2779,Europa,0,,47.0,0,0.0,5252.0,0.0,124.0,300.0,1,C,113,S
2780,Earth,0,TRAPPIST-1e,19.0,0,736.0,0.0,0.0,0.0,1.0,0,F,627,P
2781,Europa,0,55 Cancri e,38.0,1,0.0,1577.0,0.0,425.0,4359.0,0,C,101,P
2782,Europa,0,55 Cancri e,33.0,0,0.0,1001.0,2280.0,0.0,29.0,1,C,101,P
2783,Europa,1,TRAPPIST-1e,45.0,0,0.0,0.0,0.0,0.0,0.0,1,C,114,S
2784,Earth,1,TRAPPIST-1e,1.0,0,0.0,0.0,0.0,0.0,0.0,1,G,473,S
2785,Earth,0,TRAPPIST-1e,32.0,0,0.0,53.0,0.0,744.0,0.0,0,F,572,S
2786,Mars,1,TRAPPIST-1e,70.0,0,0.0,0.0,0.0,0.0,0.0,1,F,573,S
2788,Mars,1,PSO J318.5-22,55.0,0,0.0,0.0,0.0,0.0,0.0,1,E,185,P
2789,Europa,0,TRAPPIST-1e,48.0,0,0.0,8403.0,0.0,7627.0,83.0,0,B,96,P
2791,,0,TRAPPIST-1e,13.0,0,,256.0,0.0,207.0,409.0,0,F,629,P
2792,Europa,0,55 Cancri e,40.0,0,82.0,1390.0,0.0,347.0,6237.0,0,C,115,S
2793,Earth,0,TRAPPIST-1e,35.0,0,0.0,1438.0,0.0,112.0,74.0,1,E,199,S
2794,Earth,0,TRAPPIST-1e,32.0,0,0.0,49.0,2.0,639.0,0.0,0,F,630,P
2795,Mars,0,TRAPPIST-1e,51.0,0,1644.0,0.0,234.0,157.0,64.0,0,E,187,P
2796,Europa,0,TRAPPIST-1e,37.0,0,0.0,216.0,0.0,5391.0,3372.0,0,B,112,S
2797,Earth,0,TRAPPIST-1e,31.0,0,517.0,1.0,301.0,60.0,4.0,0,G,476,S
2798,Earth,0,TRAPPIST-1e,37.0,0,608.0,0.0,6.0,0.0,1637.0,0,F,574,S
2799,Europa,0,TRAPPIST-1e,38.0,0,0.0,3331.0,270.0,2.0,3510.0,0,C,102,P
2800,Europa,0,55 Cancri e,19.0,0,0.0,329.0,0.0,3154.0,312.0,0,C,102,P
2801,Mars,1,TRAPPIST-1e,33.0,0,0.0,0.0,0.0,0.0,0.0,1,F,631,P
2802,Earth,0,TRAPPIST-1e,19.0,0,0.0,0.0,1752.0,187.0,0.0,1,F,632,P
2804,Earth,0,TRAPPIST-1e,43.0,0,45.0,8.0,0.0,607.0,44.0,0,G,477,S
2805,Earth,1,TRAPPIST-1e,22.0,0,0.0,0.0,0.0,0.0,0.0,0,G,492,P
2806,Earth,1,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,0.0,0.0,0,G,493,P
2808,Europa,0,TRAPPIST-1e,14.0,0,0.0,0.0,0.0,0.0,0.0,1,C,103,P
2809,Europa,0,55 Cancri e,30.0,0,728.0,2551.0,0.0,48.0,1804.0,1,B,97,P
2811,Earth,0,TRAPPIST-1e,11.0,0,0.0,0.0,0.0,0.0,0.0,0,G,478,S
2812,Earth,1,TRAPPIST-1e,4.0,0,0.0,0.0,0.0,0.0,0.0,0,G,478,S
2813,Earth,0,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,0,G,478,S
2814,Earth,0,TRAPPIST-1e,30.0,0,479.0,12.0,25.0,643.0,283.0,0,F,575,S
2816,Europa,0,TRAPPIST-1e,40.0,0,0.0,0.0,0.0,0.0,0.0,0,,,
2818,Mars,0,TRAPPIST-1e,35.0,0,1228.0,0.0,0.0,0.0,0.0,0,F,576,S
2819,Europa,0,TRAPPIST-1e,32.0,0,0.0,0.0,0.0,0.0,0.0,0,A,37,S
2820,Mars,0,TRAPPIST-1e,32.0,0,2616.0,0.0,2.0,5.0,0.0,0,F,577,S
2821,Earth,0,TRAPPIST-1e,30.0,0,0.0,0.0,301.0,0.0,437.0,0,F,578,S
2822,Earth,0,TRAPPIST-1e,69.0,0,577.0,139.0,0.0,0.0,0.0,0,F,636,P
2823,Earth,1,TRAPPIST-1e,21.0,0,0.0,0.0,0.0,0.0,0.0,0,G,480,S
2825,Mars,0,TRAPPIST-1e,16.0,0,995.0,0.0,6.0,48.0,0.0,0,E,190,P
2826,Mars,1,TRAPPIST-1e,25.0,0,0.0,0.0,0.0,0.0,0.0,0,E,200,S
2827,Europa,0,TRAPPIST-1e,25.0,0,1586.0,2342.0,947.0,1.0,276.0,1,E,191,P
2828,Europa,0,55 Cancri e,52.0,0,0.0,2.0,0.0,10976.0,810.0,0,,,
2829,Earth,0,TRAPPIST-1e,13.0,0,578.0,77.0,0.0,306.0,5.0,0,F,579,S
2830,Earth,0,TRAPPIST-1e,37.0,0,1086.0,0.0,0.0,41.0,0.0,0,F,637,P
2831,Mars,0,TRAPPIST-1e,13.0,0,760.0,2.0,2.0,0.0,0.0,0,F,581,S
2832,Mars,0,TRAPPIST-1e,45.0,0,3309.0,0.0,10.0,0.0,0.0,0,D,98,S
2833,Mars,0,TRAPPIST-1e,55.0,0,0.0,0.0,0.0,0.0,0.0,0,E,201,S
2835,Earth,0,TRAPPIST-1e,39.0,0,0.0,0.0,0.0,1745.0,72.0,0,G,498,P
2836,Mars,0,TRAPPIST-1e,35.0,0,741.0,0.0,31.0,0.0,36.0,0,D,99,S
2838,Earth,1,TRAPPIST-1e,7.0,0,0.0,0.0,0.0,0.0,0.0,1,G,499,P
2839,Earth,0,TRAPPIST-1e,19.0,0,1.0,0.0,0.0,450.0,254.0,0,E,192,P
2840,Earth,1,TRAPPIST-1e,21.0,0,0.0,0.0,0.0,0.0,0.0,1,G,482,S
2843,Earth,1,TRAPPIST-1e,22.0,0,0.0,0.0,0.0,0.0,0.0,1,G,483,S
2844,Earth,0,TRAPPIST-1e,62.0,0,379.0,453.0,0.0,7.0,0.0,0,G,500,P
2845,Earth,1,TRAPPIST-1e,41.0,0,0.0,0.0,0.0,0.0,0.0,1,G,501,P
2847,Europa,0,TRAPPIST-1e,26.0,0,0.0,0.0,8.0,21.0,6023.0,0,B,113,S
2848,Mars,1,TRAPPIST-1e,36.0,0,0.0,0.0,0.0,0.0,0.0,1,F,640,P
2849,Earth,1,PSO J318.5-22,,0,0.0,0.0,0.0,0.0,0.0,1,G,502,P
2851,Earth,0,TRAPPIST-1e,40.0,0,0.0,0.0,0.0,822.0,2.0,0,F,584,S
2852,Europa,0,55 Cancri e,50.0,0,0.0,1547.0,0.0,1784.0,1.0,1,C,118,S
2853,Europa,1,TRAPPIST-1e,57.0,0,0.0,0.0,0.0,0.0,0.0,1,C,118,S
2854,Earth,0,PSO J318.5-22,15.0,0,1.0,30.0,1793.0,0.0,0.0,1,G,503,P
2856,Mars,1,55 Cancri e,60.0,0,0.0,0.0,0.0,0.0,0.0,1,D,101,S
2857,Earth,0,TRAPPIST-1e,73.0,0,0.0,0.0,0.0,153.0,556.0,0,G,504,P
2858,Earth,0,TRAPPIST-1e,35.0,0,0.0,0.0,0.0,0.0,0.0,1,G,505,P
2860,Europa,0,TRAPPIST-1e,27.0,1,0.0,6013.0,0.0,820.0,31.0,1,B,115,S
2862,Europa,1,TRAPPIST-1e,26.0,0,,0.0,0.0,0.0,0.0,1,D,102,S
2863,Earth,0,TRAPPIST-1e,22.0,0,,0.0,102.0,43.0,700.0,0,G,506,P
2864,Mars,0,55 Cancri e,22.0,0,2229.0,0.0,1349.0,121.0,0.0,1,E,194,P
2866,Mars,0,55 Cancri e,25.0,0,5.0,1.0,633.0,0.0,188.0,1,D,103,S
2867,Mars,1,TRAPPIST-1e,27.0,0,0.0,0.0,0.0,0.0,0.0,1,E,203,S
2868,Earth,0,TRAPPIST-1e,1.0,0,0.0,0.0,0.0,0.0,0.0,0,G,485,S
2869,Earth,0,TRAPPIST-1e,52.0,0,809.0,0.0,0.0,0.0,0.0,1,F,586,S
2871,Europa,1,55 Cancri e,30.0,0,0.0,0.0,0.0,0.0,0.0,1,B,101,P
2872,Europa,0,TRAPPIST-1e,52.0,1,0.0,7452.0,0.0,1158.0,7979.0,0,B,102,P
2875,Earth,0,TRAPPIST-1e,24.0,0,520.0,0.0,0.0,195.0,0.0,1,G,509,P
2876,Mars,0,TRAPPIST-1e,22.0,0,1173.0,0.0,0.0,9.0,0.0,0,D,95,P
2877,Earth,1,PSO J318.5-22,15.0,0,0.0,0.0,0.0,0.0,0.0,0,G,488,S
2878,Mars,1,TRAPPIST-1e,21.0,0,,0.0,0.0,0.0,0.0,1,D,96,P
2879,Mars,1,55 Cancri e,56.0,0,0.0,0.0,0.0,0.0,0.0,1,D,96,P
2880,Mars,0,TRAPPIST-1e,50.0,0,1598.0,0.0,155.0,26.0,0.0,0,D,97,P
2881,Earth,0,TRAPPIST-1e,20.0,0,127.0,0.0,656.0,0.0,21.0,0,F,645,P
2882,Earth,0,TRAPPIST-1e,32.0,0,0.0,0.0,47.0,857.0,23.0,0,F,646,P
2884,Earth,0,TRAPPIST-1e,74.0,0,571.0,0.0,0.0,277.0,0.0,0,G,490,S
2885,Mars,1,TRAPPIST-1e,25.0,0,0.0,0.0,0.0,0.0,0.0,1,E,204,S
2886,Mars,0,TRAPPIST-1e,31.0,0,691.0,3.0,68.0,286.0,0.0,0,E,204,S
2887,Earth,1,PSO J318.5-22,6.0,0,0.0,0.0,0.0,0.0,0.0,1,G,491,S
2888,Earth,1,,17.0,0,0.0,0.0,0.0,0.0,0.0,1,G,511,P
2889,Mars,1,TRAPPIST-1e,12.0,0,0.0,0.0,0.0,0.0,0.0,1,F,648,P
2890,Mars,0,TRAPPIST-1e,47.0,0,1130.0,8.0,299.0,0.0,0.0,1,F,648,P
2891,Mars,1,TRAPPIST-1e,46.0,0,0.0,0.0,0.0,0.0,0.0,1,F,648,P
2892,Europa,0,55 Cancri e,31.0,0,139.0,4018.0,13.0,232.0,1140.0,1,B,116,S
2893,Europa,0,TRAPPIST-1e,36.0,0,0.0,0.0,0.0,0.0,0.0,1,B,116,S
2894,Earth,0,55 Cancri e,15.0,0,62.0,57.0,2646.0,1104.0,312.0,0,G,512,P
2895,Mars,0,TRAPPIST-1e,38.0,0,886.0,0.0,618.0,0.0,0.0,0,F,588,S
2896,Earth,1,55 Cancri e,48.0,0,0.0,0.0,0.0,0.0,0.0,1,G,492,S
2898,,1,TRAPPIST-1e,4.0,0,0.0,0.0,0.0,0.0,0.0,1,G,492,S
2901,Europa,0,PSO J318.5-22,62.0,1,0.0,4513.0,0.0,85.0,1437.0,1,C,119,S
2903,Earth,0,TRAPPIST-1e,30.0,0,0.0,4.0,1604.0,678.0,1681.0,0,,,
2905,Mars,0,TRAPPIST-1e,43.0,0,33.0,1117.0,59.0,0.0,16.0,0,F,591,S
2906,Mars,0,TRAPPIST-1e,32.0,0,1087.0,0.0,71.0,0.0,0.0,0,F,591,S
2907,Mars,1,55 Cancri e,24.0,0,0.0,0.0,0.0,0.0,0.0,1,F,592,S
2909,Earth,0,TRAPPIST-1e,21.0,0,17.0,427.0,31.0,257.0,0.0,1,F,594,S
2910,Earth,0,TRAPPIST-1e,18.0,0,0.0,730.0,79.0,0.0,0.0,1,G,494,S
2912,Earth,1,TRAPPIST-1e,14.0,0,0.0,0.0,0.0,0.0,0.0,0,G,496,S
2913,Mars,0,TRAPPIST-1e,21.0,0,1507.0,0.0,3.0,2.0,1196.0,0,D,100,P
2914,Mars,1,55 Cancri e,25.0,0,0.0,0.0,0.0,0.0,0.0,1,F,654,P
2915,Europa,0,55 Cancri e,56.0,0,0.0,323.0,971.0,58.0,4240.0,0,E,208,S
2916,Earth,0,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,1,G,500,S
2917,Earth,0,TRAPPIST-1e,55.0,0,0.0,0.0,5.0,0.0,2409.0,0,F,596,S
2918,Earth,1,TRAPPIST-1e,14.0,0,0.0,0.0,0.0,0.0,0.0,0,G,500,S
2919,Mars,0,TRAPPIST-1e,13.0,0,1007.0,0.0,142.0,295.0,0.0,0,F,656,P
2921,Earth,1,TRAPPIST-1e,39.0,0,0.0,0.0,0.0,0.0,0.0,0,G,516,P
2922,Mars,1,TRAPPIST-1e,,0,,0.0,0.0,0.0,0.0,1,F,657,P
2923,Earth,0,TRAPPIST-1e,24.0,0,0.0,7.0,548.0,4.0,0.0,1,F,658,P
2924,Earth,0,TRAPPIST-1e,26.0,0,207.0,350.0,74.0,0.0,3.0,1,F,598,S
2925,Earth,1,55 Cancri e,22.0,0,0.0,0.0,0.0,0.0,0.0,1,G,502,S
2928,Mars,1,TRAPPIST-1e,38.0,0,0.0,0.0,0.0,0.0,0.0,1,F,660,P
2929,Europa,1,55 Cancri e,38.0,0,0.0,0.0,0.0,0.0,0.0,1,B,104,P
2930,Europa,0,TRAPPIST-1e,77.0,0,0.0,9032.0,0.0,128.0,1464.0,1,E,196,P
2931,Earth,0,55 Cancri e,28.0,0,2840.0,0.0,0.0,0.0,0.0,0,F,599,S
2932,Earth,0,TRAPPIST-1e,22.0,0,,1.0,379.0,0.0,336.0,0,F,663,P
2933,Earth,0,TRAPPIST-1e,20.0,0,4.0,353.0,193.0,241.0,0.0,0,E,197,P
2934,Earth,0,TRAPPIST-1e,18.0,0,0.0,0.0,699.0,0.0,0.0,1,F,600,S
2935,Europa,0,55 Cancri e,10.0,0,0.0,0.0,0.0,0.0,0.0,1,B,117,S
2936,Europa,1,55 Cancri e,34.0,0,0.0,0.0,0.0,0.0,0.0,1,B,117,S
2937,Earth,0,TRAPPIST-1e,43.0,0,0.0,788.0,0.0,0.0,1191.0,0,F,601,S
2938,Mars,1,55 Cancri e,31.0,0,0.0,0.0,0.0,0.0,0.0,0,E,209,S
2939,Mars,1,55 Cancri e,40.0,0,0.0,0.0,0.0,0.0,0.0,1,D,102,P
2940,Mars,0,TRAPPIST-1e,25.0,0,1299.0,0.0,0.0,0.0,0.0,0,D,102,P
2941,Mars,1,TRAPPIST-1e,68.0,0,0.0,0.0,0.0,0.0,0.0,1,F,603,S
2942,Earth,0,TRAPPIST-1e,20.0,0,0.0,0.0,147.0,0.0,0.0,0,F,665,P
2943,Mars,0,TRAPPIST-1e,27.0,1,309.0,0.0,849.0,0.0,0.0,1,F,666,P
2944,Earth,0,TRAPPIST-1e,1.0,0,0.0,0.0,0.0,0.0,0.0,0,G,505,S
2945,Earth,0,PSO J318.5-22,60.0,0,0.0,31.0,6.0,223.0,356.0,0,G,505,S
2947,Earth,0,PSO J318.5-22,11.0,0,0.0,0.0,0.0,0.0,0.0,0,G,505,S
2948,Earth,0,55 Cancri e,0.0,0,0.0,0.0,0.0,0.0,0.0,0,,,
2949,Earth,1,TRAPPIST-1e,9.0,0,0.0,0.0,0.0,0.0,0.0,0,G,505,S
2950,Mars,0,TRAPPIST-1e,38.0,0,1046.0,0.0,1553.0,0.0,0.0,0,F,667,P
2951,Earth,0,55 Cancri e,18.0,0,0.0,0.0,0.0,588.0,0.0,0,F,668,P
2952,Earth,0,TRAPPIST-1e,40.0,0,4.0,11.0,669.0,0.0,773.0,0,F,669,P
